EKİN TÜRÜ,TOPRAK TİPİ,BÖLGE,SICAKLIK,HAVA DURUMU,SU İHTİYACI
Kavun,Kuru,Akdeniz Bölgesi,10-20,Ruzgarlı,6.58
Kavun,Kuru,Akdeniz Bölgesi,10-20,Yağmurlu,0.3
Kavun,Kuru,Akdeniz Bölgesi,20-30,Normal,6.58
Kavun,Kuru,Akdeniz Bölgesi,20-30,Güneşli,8.08
Kavun,Kuru,Akdeniz Bölgesi,20-30,Ruzgarlı,7.58
Kavun,Kuru,Akdeniz Bölgesi,20-30,Yağmurlu,0.5
Kavun,Kuru,Akdeniz Bölgesi,30-40,Normal,7.58
Kavun,Kuru,Akdeniz Bölgesi,30-40,Güneşli,9.08
Kavun,Kuru,Akdeniz Bölgesi,30-40,Ruzgarlı,8.58
Kavun,Kuru,Akdeniz Bölgesi,30-40,Yağmurlu,0.8
Kavun,Kuru,Akdeniz Bölgesi,40-50,Normal,8.58
Kavun,Kuru,Akdeniz Bölgesi,40-50,Güneşli,10.08
Kavun,Kuru,Akdeniz Bölgesi,40-50,Ruzgarlı,9.58
Kavun,Kuru,Akdeniz Bölgesi,40-50,Yağmurlu,0.58
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Normal,4.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,6.36
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,5.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Normal,5.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,7.36
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,6.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Normal,6.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,8.36
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,7.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Normal,7.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,9.36
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,8.86
Kavun,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Normal,3.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,5.46
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,4.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Normal,4.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,6.46
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,5.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.2
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Normal,5.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,7.46
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,6.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.3
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Normal,6.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,8.46
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,7.96
Kavun,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.5
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Normal,4.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,6.18
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,5.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Normal,5.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,7.18
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,6.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Normal,6.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,8.18
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,7.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Normal,7.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,9.18
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,8.68
Kavun,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Kavun,Nemli,Akdeniz Bölgesi,10-20,Normal,4.14
Kavun,Nemli,Akdeniz Bölgesi,10-20,Güneşli,5.64
Kavun,Nemli,Akdeniz Bölgesi,10-20,Ruzgarlı,5.14
Kavun,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu,0.2
Kavun,Nemli,Akdeniz Bölgesi,20-30,Normal,5.14
Kavun,Nemli,Akdeniz Bölgesi,20-30,Güneşli,6.64
Kavun,Nemli,Akdeniz Bölgesi,20-30,Ruzgarlı,6.14
Kavun,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu,0.3
Kavun,Nemli,Akdeniz Bölgesi,30-40,Normal,6.14
Kavun,Nemli,Akdeniz Bölgesi,30-40,Güneşli,7.64
Kavun,Nemli,Akdeniz Bölgesi,30-40,Ruzgarlı,7.14
Kavun,Nemli,Akdeniz Bölgesi,30-40,Yağmurlu,0.5
Kavun,Nemli,Akdeniz Bölgesi,40-50,Normal,7.14
Kavun,Nemli,Akdeniz Bölgesi,40-50,Güneşli,8.64
Kavun,Nemli,Akdeniz Bölgesi,40-50,Ruzgarlı,8.14
Kavun,Nemli,Akdeniz Bölgesi,40-50,Yağmurlu,0.8
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal,3.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,4.92
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,4.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal,4.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,5.92
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,5.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.2
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Normal,5.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,6.92
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,6.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Normal,6.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,7.92
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,7.42
Kavun,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.5
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Normal,2.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,4.02
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,3.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Normal,3.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,5.02
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,4.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Normal,4.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,6.02
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,5.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.2
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Normal,5.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,7.02
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,6.52
Kavun,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.3
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Normal,3.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,5.1
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,4.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Normal,4.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,6.1
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,5.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.2
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Normal,5.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,7.1
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,6.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Normal,6.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,8.1
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,7.6
Kavun,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.5
Kavun,Islak,Akdeniz Bölgesi,10-20,Normal,3.06
Kavun,Islak,Akdeniz Bölgesi,10-20,Güneşli,4.56
Kavun,Islak,Akdeniz Bölgesi,10-20,Ruzgarlı,4.06
Kavun,Islak,Akdeniz Bölgesi,10-20,Yağmurlu,0.1
Kavun,Islak,Akdeniz Bölgesi,20-30,Normal,4.06
Kavun,Islak,Akdeniz Bölgesi,20-30,Güneşli,5.56
Kavun,Islak,Akdeniz Bölgesi,20-30,Ruzgarlı,5.06
Kavun,Islak,Akdeniz Bölgesi,20-30,Yağmurlu,0.2
Kavun,Islak,Akdeniz Bölgesi,30-40,Normal,5.06
Kavun,Islak,Akdeniz Bölgesi,30-40,Güneşli,6.56
Kavun,Islak,Akdeniz Bölgesi,30-40,Ruzgarlı,606.0
Kavun,Islak,Akdeniz Bölgesi,30-40,Yağmurlu,0.3
Kavun,Islak,Akdeniz Bölgesi,40-50,Normal,6.06
Kavun,Islak,Akdeniz Bölgesi,40-50,Güneşli,7.56
Kavun,Islak,Akdeniz Bölgesi,40-50,Ruzgarlı,7.06
Kavun,Islak,Akdeniz Bölgesi,40-50,Yağmurlu,0.5
Kavun,Islak,Güneydoğu Anadolu Bölgesi,10-20,Normal,2.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,3.84
Kavun,Islak,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,3.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Kavun,Islak,Güneydoğu Anadolu Bölgesi,20-30,Normal,3.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,4.84
Kavun,Islak,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,4.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.1
Kavun,Islak,Güneydoğu Anadolu Bölgesi,30-40,Normal,4.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,5.84
Kavun,Islak,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,5.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.2
Kavun,Islak,Güneydoğu Anadolu Bölgesi,40-50,Normal,5.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,6.84
Kavun,Islak,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,6.34
Kavun,Islak,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.3
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Normal,1.44
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,3.0
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,2.5
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Normal,2.44
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,4.0
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,3.5
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Normal,3.44
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,5.0
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,4.5
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.1
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Normal,4.44
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,6.0
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,5.5
Kavun,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.2
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Normal,6.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,7.62
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,7.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.5
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal,7.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,8.62
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,8.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.8
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Normal,8.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,9.62
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,9.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Normal,9.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,10.62
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,10.12
Mısır,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,1.12
Mısır,Kuru,Akdeniz Bölgesi,10-20,Normal,5.58
Mısır,Kuru,Akdeniz Bölgesi,10-20,Güneşli,7.08
Mısır,Kuru,Akdeniz Bölgesi,10-20,Ruzgarlı,6.58
Mısır,Kuru,Akdeniz Bölgesi,10-20,Yağmurlu,0.3
Mısır,Kuru,Akdeniz Bölgesi,20-30,Normal,6.58
Mısır,Kuru,Akdeniz Bölgesi,20-30,Güneşli,8.08
Mısır,Kuru,Akdeniz Bölgesi,20-30,Ruzgarlı,7.58
Mısır,Kuru,Akdeniz Bölgesi,20-30,Yağmurlu,0.5
Mısır,Kuru,Akdeniz Bölgesi,30-40,Normal,7.58
Mısır,Kuru,Akdeniz Bölgesi,30-40,Güneşli,9.08
Mısır,Kuru,Akdeniz Bölgesi,30-40,Ruzgarlı,8.58
Mısır,Kuru,Akdeniz Bölgesi,30-40,Yağmurlu,0.8
Mısır,Kuru,Akdeniz Bölgesi,40-50,Normal,8.58
Mısır,Kuru,Akdeniz Bölgesi,40-50,Güneşli,10.08
Mısır,Kuru,Akdeniz Bölgesi,40-50,Ruzgarlı,9.58
Mısır,Kuru,Akdeniz Bölgesi,40-50,Yağmurlu,0.58
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Normal,4.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,6.36
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,5.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Normal,5.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,7.36
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,6.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Normal,6.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,8.36
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,7.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Normal,7.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,9.36
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,8.86
Mısır,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Normal,3.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,5.46
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,4.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Normal,4.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,6.46
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,5.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.2
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Normal,5.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,7.46
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,6.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.3
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Normal,6.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,8.46
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,7.96
Mısır,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.5
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Normal,4.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,6.18
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,5.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Normal,5.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,7.18
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,6.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Normal,6.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,8.18
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,7.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Normal,7.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,9.18
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,8.68
Mısır,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Mısır,Nemli,Akdeniz Bölgesi,10-20,Normal,4.14
Mısır,Nemli,Akdeniz Bölgesi,10-20,Güneşli,5.64
Mısır,Nemli,Akdeniz Bölgesi,10-20,Ruzgarlı,5.14
Mısır,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu,0.2
Mısır,Nemli,Akdeniz Bölgesi,20-30,Normal,5.14
Mısır,Nemli,Akdeniz Bölgesi,20-30,Güneşli,6.64
Mısır,Nemli,Akdeniz Bölgesi,20-30,Ruzgarlı,6.14
Mısır,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu,0.3
Mısır,Nemli,Akdeniz Bölgesi,30-40,Normal,6.14
Mısır,Nemli,Akdeniz Bölgesi,30-40,Güneşli,7.64
Mısır,Nemli,Akdeniz Bölgesi,30-40,Ruzgarlı,7.14
Mısır,Nemli,Akdeniz Bölgesi,30-40,Yağmurlu,0.5
Mısır,Nemli,Akdeniz Bölgesi,40-50,Normal,7.14
Mısır,Nemli,Akdeniz Bölgesi,40-50,Güneşli,8.64
Mısır,Nemli,Akdeniz Bölgesi,40-50,Ruzgarlı,8.14
Mısır,Nemli,Akdeniz Bölgesi,40-50,Yağmurlu,0.8
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal,3.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,4.92
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,4.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal,4.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,5.92
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,5.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.2
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Normal,5.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,6.92
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,6.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Normal,6.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,7.92
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,7.42
Mısır,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.5
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Normal,2.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,4.02
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,3.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Normal,3.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,5.02
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,4.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Normal,4.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,6.02
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,5.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.2
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Normal,5.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,7.02
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,6.52
Mısır,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.3
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Normal,3.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,5.1
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,4.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Normal,4.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,6.1
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,5.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.2
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Normal,5.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,7.1
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,6.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Normal,6.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,8.1
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,7.6
Mısır,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.5
Mısır,Islak,Akdeniz Bölgesi,10-20,Normal,3.06
Mısır,Islak,Akdeniz Bölgesi,10-20,Güneşli,4.56
Mısır,Islak,Akdeniz Bölgesi,10-20,Ruzgarlı,4.06
Mısır,Islak,Akdeniz Bölgesi,10-20,Yağmurlu,0.1
Mısır,Islak,Akdeniz Bölgesi,20-30,Normal,4.06
Mısır,Islak,Akdeniz Bölgesi,20-30,Güneşli,5.56
Mısır,Islak,Akdeniz Bölgesi,20-30,Ruzgarlı,5.06
Mısır,Islak,Akdeniz Bölgesi,20-30,Yağmurlu,0.2
Mısır,Islak,Akdeniz Bölgesi,30-40,Normal,5.06
Mısır,Islak,Akdeniz Bölgesi,30-40,Güneşli,6.56
Mısır,Islak,Akdeniz Bölgesi,30-40,Ruzgarlı,606.0
