Şehir,Ay,Toprak Türü,Bölge,Sıcaklık,Hava Durumu
Diyarbakır,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Diyarbakır,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Diyarbakır,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Diyarbakır,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Diyarbakır,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Diyarbakır,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Diyarbakır,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Diyarbakır,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Diyarbakır,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Diyarbakır,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Diyarbakır,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Diyarbakır,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Mardin,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Mardin,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Mardin,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Mardin,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Mardin,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Mardin,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Mardin,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Mardin,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Mardin,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Mardin,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Mardin,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Mardin,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Batman,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Batman,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Batman,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Batman,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Batman,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Batman,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Batman,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Batman,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Batman,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Batman,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Batman,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Batman,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Bingöl,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Bingöl,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Bingöl,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Bingöl,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Bingöl,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Bingöl,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Bingöl,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Bingöl,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Siirt,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Siirt,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Siirt,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Siirt,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Siirt,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Siirt,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Siirt,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Siirt,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Siirt,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Siirt,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Siirt,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Siirt,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Kilis,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Kilis,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Kilis,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Kilis,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Kilis,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Kilis,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Kilis,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Kilis,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Kilis,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Kilis,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Kilis,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Kilis,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Adıyaman,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Adıyaman,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Adıyaman,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Adıyaman,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Adıyaman,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Adıyaman,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Adıyaman,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Adıyaman,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Adıyaman,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Adıyaman,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Adıyaman,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Adıyaman,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Şanlıurfa,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Şanlıurfa,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Şanlıurfa,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Şanlıurfa,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Şanlıurfa,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Şanlıurfa,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Şanlıurfa,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Şanlıurfa,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Hakkari,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Hakkari,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Hakkari,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Hakkari,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Hakkari,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Hakkari,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Hakkari,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Hakkari,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
